553,553,553,549,549,513,493,489,489,489,489,489,489,489,489,489,481,469,452,373,299,152,94,35,17,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,52,94,203,258,348,416,458,458,446,348,260,210,114,74,33,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,18,37,37,61,89,80,74,70,52,24,24,12,12,0
553,553,553,549,549,509,497,493,493,489,489,489,489,489,489,489,481,475,453,365,275,134,92,41,17,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,62,105,170,250,340,406,446,454,410,336,248,210,128,73,31,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,13,27,40,54,85,79,70,58,48,32,26,12,12,4
553,549,545,541,541,513,497,493,493,489,489,489,489,489,489,481,481,475,418,385,281,164,86,33,21,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,58,110,152,256,352,410,460,426,387,328,292,158,119,77,35,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9,23,38,64,80,78,59,56,42,36,24,18,14,8
553,553,549,545,545,525,497,497,493,493,489,489,489,489,489,481,481,477,443,376,281,158,64,29,21,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,68,118,180,258,356,394,448,412,406,344,276,170,114,67,40,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,13,26,52,78,86,72,63,55,44,36,26,16,16,8
553,553,553,549,549,509,497,497,493,493,489,489,489,489,481,481,481,477,443,374,252,195,58,31,17,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,68,122,186,252,366,402,424,432,410,352,212,176,133,63,27,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,13,39,54,80,88,76,54,55,42,36,36,18,12,10
553,553,553,549,549,517,501,497,493,493,489,489,489,489,481,481,481,481,450,367,241,189,56,25,13,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,65,140,194,256,350,402,440,432,382,309,220,188,139,59,26,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,34,60,80,84,72,69,53,41,34,32,18,14,10
553,553,553,549,549,523,501,497,493,493,489,489,489,489,481,481,481,481,457,349,242,165,70,33,13,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,126,202,262,344,402,452,440,370,300,236,176,118,55,30,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,26,52,72,82,71,67,39,41,40,26,14,12,8
553,553,549,549,549,509,501,497,493,493,489,489,489,489,481,481,481,481,451,349,243,163,81,29,13,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,70,124,186,258,328,410,460,444,416,300,232,168,96,57,29,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,37,67,81,81,75,67,43,37,28,24,16,12,8
553,553,549,549,549,517,497,493,489,489,489,489,489,489,481,481,481,481,461,359,240,142,87,33,13,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,118,188,276,344,398,440,444,430,292,214,174,96,49,27,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,51,71,81,77,71,69,53,36,34,24,24,16,8
553,553,549,549,549,513,501,493,489,489,489,489,489,489,489,489,489,481,465,358,232,145,92,43,9,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,67,113,212,278,332,432,448,432,426,322,202,156,98,51,21,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,43,67,71,75,79,60,48,40,30,16,16,16,8
553,553,553,549,549,521,505,493,493,493,489,489,489,489,489,489,489,489,463,373,246,146,84,39,13,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,58,122,212,270,350,422,448,448,414,330,204,141,87,53,11,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,15,41,59,75,78,80,60,44,38,26,16,8,8,8
553,553,553,549,549,529,505,497,493,493,489,489,489,489,489,489,489,489,459,374,267,140,74,41,17,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,54,121,204,266,332,412,444,464,428,354,226,152,84,51,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,19,45,62,70,82,76,72,50,42,20,16,8,8,6
553,553,553,549,549,517,501,497,493,493,489,489,489,489,489,489,489,489,469,379,288,140,77,33,17,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,77,111,192,266,336,432,464,456,432,372,268,168,82,31,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,23,53,58,64,66,78,74,66,46,28,12,6,6,6
553,553,553,549,549,529,501,497,493,493,489,489,489,489,489,489,489,489,451,385,303,148,79,37,17,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,77,115,189,262,350,426,452,464,432,360,286,174,93,25,13,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,19,51,61,68,66,78,86,66,48,24,10,6,6,6
553,553,549,545,545,517,501,497,493,489,489,489,489,489,489,489,489,489,451,402,287,147,88,45,17,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,68,118,186,266,340,418,460,456,428,360,250,161,90,34,13,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,35,59,72,80,78,80,64,40,18,14,10,10,6
553,553,549,545,545,501,497,493,493,489,489,489,489,489,489,489,489,483,451,403,272,133,80,45,17,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,26,74,140,170,272,340,418,460,456,412,360,262,160,87,36,16,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,14,44,56,76,88,88,78,62,42,26,14,14,6,4
553,553,549,545,545,525,497,493,493,489,489,489,489,489,489,489,489,471,455,399,299,149,78,43,21,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,55,126,190,280,352,406,436,460,404,352,246,176,77,43,20,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,9,32,52,74,90,90,70,54,44,32,14,10,4,4
553,553,549,549,545,521,493,493,493,489,489,489,489,489,489,489,481,477,461,399,313,144,79,49,9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,69,136,218,296,348,406,436,424,388,328,220,158,95,47,26,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,22,66,79,85,78,70,54,42,28,20,12,4,4
553,553,549,549,545,525,493,493,493,489,489,489,489,489,489,489,481,477,453,377,317,175,82,37,13,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,67,154,230,292,374,410,430,432,356,300,232,148,110,55,23,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,13,31,63,77,77,68,66,46,34,26,16,12,8,4
553,553,553,553,549,533,493,493,493,489,489,489,489,489,489,489,481,477,453,395,293,202,102,29,17,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,94,148,232,294,386,430,460,460,360,312,216,140,104,41,16,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,36,53,63,67,70,62,42,30,28,20,18,8,4
553,553,553,549,549,517,501,493,493,489,489,489,489,489,489,489,489,477,431,405,298,217,104,29,17,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,76,150,238,302,358,450,480,448,364,280,204,140,104,56,13,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,53,61,63,68,72,54,42,30,22,18,18,12,4
553,553,553,549,549,521,501,493,493,493,489,489,489,489,489,489,489,485,447,393,282,205,100,35,17,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,64,146,226,302,378,448,480,468,384,288,200,156,98,54,17,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,41,73,63,70,71,55,50,34,24,18,18,10,4
553,553,549,549,549,525,501,493,493,493,489,489,489,489,489,489,489,489,467,380,292,209,79,35,13,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,58,157,231,318,382,440,472,464,400,296,232,172,101,54,13,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,22,49,72,76,75,71,57,53,40,24,20,16,14,8
553,553,553,553,553,513,497,489,489,489,489,489,489,489,489,489,489,489,467,398,299,215,65,51,17,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,66,140,240,322,384,420,468,476,420,308,248,184,108,40,18,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,48,79,80,72,69,59,57,52,36,22,16,16,8
553,553,553,553,549,525,497,489,489,489,489,489,489,489,489,489,489,483,458,392,300,197,77,51,13,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,70,168,240,340,360,420,468,469,392,328,260,194,102,46,11,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,65,69,78,72,66,57,61,46,42,26,20,10,10
553,553,553,553,553,509,493,493,489,489,489,489,489,489,489,489,489,483,468,398,307,175,106,41,13,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72,174,266,324,364,432,456,448,404,344,264,197,126,40,15,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,63,74,72,68,72,59,57,46,42,30,18,14,6
553,553,553,553,553,513,493,493,489,489,489,489,489,489,489,489,489,483,477,408,277,191,98,41,21,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,92,176,256,328,372,424,440,432,392,352,268,196,96,44,14,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,52,66,64,70,64,60,67,50,46,30,18,16,10
